Energy_eV,Experimental_Abs,Total_Model,Vib_0-0,Vib_0-1,Vib_0-2,Vib_0-3,Vib_0-4
1.636013404754993683e+00,2.198222544701190495e-01,8.817019980100215815e-02,8.802578875487994392e-02,1.444098844081108390e-04,1.161714025636079716e-09,6.116499166197272779e-17,2.341283312442333574e-26
1.634396130171743344e+00,2.192335636194437942e-01,8.484962184762730175e-02,8.471664051713698185e-02,1.329803069104393547e-04,1.023579831436142670e-09,5.156534498145112427e-17,1.888608398228205391e-26
1.632782049931528423e+00,2.173746859056346903e-01,8.162637669229029502e-02,8.150395174056891678e-02,1.224240500026608581e-04,9.017186821955864072e-10,4.346880019973290762e-17,1.523464855189533379e-26
1.631171154579776017e+00,2.154578959061345944e-01,7.849907915045635509e-02,7.838640116272264924e-02,1.126771935004801031e-04,7.942331861168539674e-10,3.664061372874089154e-17,1.228926953503169716e-26
1.629563434699187630e+00,2.136188062666558030e-01,7.546628147918942042e-02,7.536260053176110918e-02,1.036802479836208037e-04,6.994446530248142629e-10,3.088259766221949198e-17,9.913415995805499094e-27
1.627958880909556205e+00,2.121257349304879469e-01,7.252647891934504987e-02,7.243110043435381507e-02,9.537786912300794291e-05,6.158682084642116543e-10,2.602744502245187062e-17,7.996956712623526820e-27
1.626357483867582943e+00,2.111602885072439706e-01,6.967811508694740641e-02,6.959039595616030305e-02,8.771858859638196400e-05,5.421906987309183925e-10,2.193393288747030856e-17,6.451056266221024793e-27
1.624759234266696328e+00,2.093376600605109383e-01,6.691958720679357098e-02,6.683893216875835819e-02,8.065456078410306387e-05,4.772510789562663300e-10,1.848286810605481977e-17,5.204057636083894894e-27
1.623164122836871837e+00,2.082472854118251060e-01,6.424925118225857656e-02,6.417510943777261778e-02,7.414132446293776656e-05,4.200230096905930724e-10,1.557366107153538404e-17,4.198160694075101677e-27
1.621572140344453183e+00,2.070954363218725502e-01,6.166542649618263899e-02,6.159728854784112667e-02,6.813757874208034343e-05,3.695994172304129834e-10,1.312143061700543940e-17,3.386742797032722005e-27
1.619983277591973136e+00,2.057592363158850246e-01,5.916640093858011040e-02,5.910379564088893978e-02,6.260497251235699358e-05,3.251787995664418515e-10,1.105455799615457444e-17,2.732197387297898351e-27
1.618397525417977212e+00,2.043645160490620560e-01,5.675043515774656072e-02,5.669292696498708095e-02,5.750790670639218809e-05,2.860530836257371754e-10,9.312620534915121612e-18,2.204190482225122526e-27
1.616814874696847149e+00,2.032067449240286816e-01,5.441576703211344762e-02,5.436295343182229872e-02,5.281334869428369708e-05,2.515968607342377321e-10,7.844646226783489208e-18,1.778254277187722574e-27
1.615235316338626159e+00,2.019812573455971594e-01,5.216061586095533525e-02,5.211212498153147687e-02,4.849065816600280266e-05,2.212578462021582412e-10,6.607639593819236863e-18,1.434652694596439112e-27
1.613658841288844847e+00,2.006108588382388425e-01,4.998318637275406262e-02,4.993867475432748476e-02,4.451142387814268356e-05,1.945484258713642630e-10,5.565336795934015551e-18,1.157466304923837711e-27
1.612106399022335657e+00,2.001630918169506057e-01,4.790920127094427244e-02,4.786830493838110240e-02,4.089616123086838755e-05,1.713323008125801777e-10,4.697901114532986644e-18,9.365308204755398360e-28
1.610536022755315599e+00,1.987947053347983439e-01,4.588081390750919919e-02,4.584329074055135816e-02,3.752301635180975783e-05,1.506060299358626963e-10,3.956355692738765913e-18,7.556179847005326791e-28
1.608968702963616604e+00,1.976605778244437672e-01,4.392473656236067087e-02,4.389031615341230930e-02,3.442027658032492600e-05,1.323680325966712564e-10,3.331659830336635632e-18,6.096668570664485405e-28
1.607404430732535694e+00,1.959114123669125351e-01,4.203915209587447827e-02,4.200758498971143146e-02,3.156698984094935442e-05,1.163220878710588620e-10,2.805436323733549355e-18,4.919188273908450441e-28
1.605843197182004189e+00,1.949186462757034888e-01,4.022224606653208856e-02,4.019330220296912781e-02,2.894376135605356782e-05,1.022069106870813052e-10,2.362191978567555250e-18,3.969221429890045653e-28
1.604284993466420062e+00,1.938335282079866051e-01,3.847220965682097288e-02,3.844567692319007801e-02,2.653264383883099340e-05,8.979207424207658023e-11,1.988866092666352988e-18,3.202791717428865921e-28
1.602729810774480512e+00,1.928860421120868751e-01,3.678724242471092393e-02,3.676292531093305893e-02,2.431703490345938276e-05,7.887440282663095384e-11,1.674449440788811343e-18,2.584425463031051759e-28
1.601177640329016327e+00,1.921481100772251260e-01,3.516555488369654120e-02,3.514327323315778739e-02,2.228158126397288992e-05,6.927478149381940446e-11,1.409662784886443871e-18,2.085507356081154913e-28
1.599628473386826455e+00,1.906743859785955120e-01,3.360537091474122967e-02,3.358495876459107604e-02,2.041208931482242810e-05,6.083533502100169762e-11,1.186685636987843952e-18,1.682954181152749502e-28
1.598082301238513914e+00,1.893133010226653867e-01,3.210493001377724698e-02,3.208623451865347947e-02,1.869544170682951214e-05,5.341693395752513075e-11,9.989274417731577637e-19,1.358145058759064559e-28
1.596559671417719262e+00,1.887924800696673400e-01,3.068134793654851700e-02,3.066420823365105519e-02,1.713965591896201763e-05,4.697849837681564738e-11,8.427685889527020903e-19,1.099196085255145568e-28
1.595019423220395804e+00,1.882212093172747902e-01,2.929444527980320720e-02,2.927875362957160429e-02,1.569160899247644528e-05,4.123913071130398872e-11,7.093558034873891099e-19,8.871085676978386041e-29
1.593482144004523482e+00,1.876684144820467415e-01,2.796214050333243814e-02,2.794777757467938051e-02,1.436289245676725251e-05,3.619629458595547009e-11,5.970343793995528171e-19,7.159669734223325552e-29
1.591947825193858357e+00,1.867620521618563456e-01,2.668275457442597157e-02,2.666961058563721912e-02,1.314395702267341239e-05,3.176607840844462404e-11,5.024750676715594390e-19,5.778621558834725523e-29
1.590416458245154985e+00,1.858555553842846098e-01,2.545463297299605659e-02,2.544260695406167297e-02,1.202599105978753947e-05,2.787459736650169027e-11,4.228732263166627125e-19,4.664133752640546635e-29
1.588888034648010095e+00,1.848900787265457257e-01,2.427614704446273003e-02,2.426514615395755636e-02,1.100086604836667429e-05,2.445680611213865581e-11,3.558663164955474050e-19,3.764728343699821955e-29
1.587362545924702717e+00,1.839695933864711475e-01,2.314569521982606098e-02,2.313563411252584495e-02,1.006108584476534510e-05,2.145545062853215753e-11,2.994643455819477905e-19,3.038873481988365365e-29
1.585860265247918566e+00,1.827981069190776076e-01,2.207585847397071713e-02,2.206664771859163238e-02,9.210736526008334282e-06,1.885307211306985855e-11,2.525718849425362204e-19,2.460074661384704894e-29
1.584340582117394591e+00,1.822077470781749420e-01,2.103619497305195957e-02,2.102777442319486018e-02,8.420533321648573293e-06,1.653545301922339703e-11,2.125240679185540910e-19,1.985916314436074460e-29
1.582823808733613280e+00,1.812279083269868751e-01,2.003995368695663665e-02,2.003225707180798787e-02,7.696600647625059119e-06,1.450102388416438627e-11,1.788192716124626455e-19,1.603212796830230141e-29
1.581309936747602674e+00,1.808939241159001898e-01,1.908565069738754269e-02,1.907861715816607309e-02,7.033526506061287799e-06,1.271541229423277111e-11,1.504541315145097678e-19,1.294313195596040670e-29
1.579798957842300400e+00,1.805248761399358415e-01,1.817183345068690281e-02,1.816540711244098161e-02,6.426327097535497754e-06,1.114838703194590529e-11,1.265837667048305165e-19,1.044975177323296346e-29
1.578310952714313098e+00,1.799582380038417528e-01,1.730849377395790936e-02,1.730261625634371345e-02,5.877507823656934352e-06,9.790539032987366910e-12,1.067424495543655271e-19,8.461163668849242674e-30
1.576805696846388605e+00,1.791727586721113541e-01,1.647092500702235923e-02,1.646555694101973014e-02,5.368057420593252160e-06,8.582034606594092563e-12,8.980095530620839563e-20,6.831788499497046938e-30
1.575303309407355634e+00,1.784397789067138640e-01,1.566969520945113784e-02,1.566479336698910554e-02,4.901834940167691692e-06,7.521864573148142776e-12,7.554580174318616655e-20,5.516432531041501202e-30
1.573803782205863699e+00,1.772263714591342798e-01,1.490348122138898147e-02,1.489900595253006339e-02,4.475262266984604095e-06,6.591935298764623520e-12,6.355149753582095812e-20,4.454533026841894794e-30
1.572327044025157328e+00,1.764904447051087455e-01,1.418054316705849756e-02,1.417645313524424321e-02,4.090026027722227180e-06,5.786530264590211225e-12,5.358326817959681799e-20,3.607481349548466389e-30
1.570833174983214953e+00,1.755674614876899797e-01,1.348009903354112186e-02,1.347636630738641150e-02,3.732721084660475314e-06,5.070051550132209024e-12,4.507320413296325634e-20,2.913324111951910977e-30
1.569342141898903975e+00,1.745594328469435019e-01,1.281091626551143607e-02,1.280751025588254370e-02,3.406005187076664901e-06,4.441814627322742019e-12,3.791361405622806682e-20,2.352852173637263979e-30
1.567853936704219242e+00,1.739562263244814611e-01,1.217180397625433445e-02,1.216869665197535533e-02,3.107320387966572412e-06,3.891015540549923933e-12,3.189039757540760549e-20,1.900299224411767685e-30
1.566388337986180490e+00,1.741112510833287552e-01,1.156955510867375449e-02,1.156671730772941380e-02,2.837797530148701187e-06,3.414193056667424865e-12,2.688531826249942543e-20,1.539245028372348219e-30
1.564905727050152739e+00,1.740781549175237641e-01,1.098678002402902164e-02,1.098419200429154828e-02,2.588016747263482212e-06,2.990211171867299716e-12,2.261296350208985029e-20,1.243308663636766080e-30
1.563425920088762355e+00,1.728757823518135561e-01,1.043071487235174358e-02,1.042835506704535911e-02,2.359802687768094083e-06,2.618615959902284215e-12,1.901906572866916290e-20,1.004321567630120936e-30
1.561968584277022787e+00,1.720004144168686133e-01,9.907207454383124348e-03,9.905053460734997497e-03,2.153991351091562684e-06,2.297035693325152497e-12,1.603294050738268306e-20,8.136267871697491104e-31
1.560494324331126892e+00,1.712638638313928319e-01,9.401092017127897840e-03,9.399128648577942738e-03,1.963366538770753897e-06,2.011186098683875478e-12,1.348419996651616671e-20,6.573022421560219887e-31
1.559022844713781053e+00,1.702453994997422670e-01,8.918614971430569721e-03,8.916825667534549957e-03,1.789302135283273629e-06,1.760737406527800152e-12,1.134038912421368659e-20,5.310418023643227530e-31
1.557573702126590520e+00,1.692107432398508859e-01,8.464796612677181684e-03,8.463164196312484081e-03,1.632414820631820939e-06,1.544067262930657912e-12,9.559270553510783385e-21,4.302798960016533562e-31
1.556107722812037242e+00,1.690456540134932517e-01,8.026447269188934086e-03,8.024960081293455727e-03,1.487186543946290092e-06,1.351532085176977140e-12,8.039157304223018435e-21,3.476664937113229211e-31
1.554644500445079736e+00,1.685190527593584675e-01,7.608944313860581052e-03,7.607589662599001379e-03,1.354650078684179735e-06,1.182894306975334286e-12,6.760649342975260628e-21,2.809308318105655437e-31
1.553203482182000439e+00,1.680693548480623190e-01,7.216586068561484275e-03,7.215350808180370432e-03,1.235259344067966520e-06,1.037046016903323960e-12,5.698518420363324081e-21,2.276642217555024994e-31
1.551745713928169179e+00,1.675591892827640594e-01,6.837932446599573853e-03,6.836807643428544252e-03,1.124802263546400060e-06,9.074832252239071797e-13,4.792095649101052119e-21,1.839846661108778225e-31
1.550290679502406732e+00,1.671370401728049793e-01,6.477600416646995575e-03,6.476576361902582069e-03,1.024053950376793180e-06,7.940360257148308099e-13,4.029790074811253735e-21,1.486942916476376201e-31
1.548857717433392844e+00,1.665496151428695615e-01,6.139260531090950414e-03,6.138327182582389158e-03,9.333478126124023133e-07,6.959490248118666158e-13,3.396538844401537562e-21,1.205218449237957151e-31
1.547408091446826450e+00,1.663949540525910264e-01,5.813016376958155505e-03,5.812166902162861463e-03,8.494741864559706867e-07,6.088399605077626944e-13,2.856154835954139857e-21,9.741610318852951594e-32
1.545961176426585482e+00,1.658761707600142354e-01,5.502821806245728788e-03,5.502048791807957577e-03,7.730139051832653079e-07,5.325880844018249668e-13,2.401715809371386388e-21,7.874492462246399704e-32
1.544536203181246181e+00,1.657376607171008875e-01,5.211803299284054232e-03,5.211099087468574337e-03,7.042113488017535804e-07,4.666791407825708338e-13,2.024231511031696678e-21,6.383709669334563080e-32
1.543094651434829156e+00,1.646900109883635832e-01,4.931421866890130061e-03,4.930781241677398112e-03,6.406248045685282341e-07,4.081632151248375362e-13,1.702122413900334381e-21,5.160826373647181822e-32
1.541674955241694844e+00,1.644525985488155539e-01,4.668517112251364086e-03,4.667933685519924658e-03,5.834263738454205695e-07,3.575937696347856830e-13,1.434567654497950953e-21,4.184311654426634531e-32
1.540238737004235636e+00,1.643904607080236280e-01,4.415359020916881719e-03,4.414828438311289155e-03,5.305822928870836096e-07,3.127048325559908915e-13,1.206268624894792115e-21,3.383184972622837657e-32
1.538805192226551766e+00,1.637138086954396110e-01,4.174984822464559639e-03,4.174502371580566737e-03,4.824506105646707272e-07,2.734288536585800349e-13,1.014293900551418282e-21,2.735621013066404539e-32
1.537393374330490170e+00,1.623590627001208486e-01,3.949774916003291093e-03,3.949335739414613737e-03,4.391763491816769569e-07,2.394956187108856102e-13,8.548394949544234596e-22,2.218424216508750823e-32
1.535965118727626422e+00,1.624639822304344561e-01,3.733087254027515987e-03,3.732688037302393010e-03,3.992165157410111649e-07,2.093820543455394373e-13,7.187852915907884865e-22,1.794040696080446401e-32
1.534558505043004839e+00,1.620655162273761662e-01,3.530176101367275138e-03,3.529812799926533660e-03,3.633012573722582593e-07,1.833693245613322668e-13,6.057809656146626897e-22,1.455051317704656716e-32
1.533135509396637008e+00,1.612739602836882891e-01,3.335044967310184325e-03,3.334714819518693266e-03,3.301476312023218770e-07,1.602886011245392354e-13,5.093621089975474603e-22,1.176859861979465054e-32
1.531734071200929082e+00,1.605612835180955100e-01,3.152414179270365997e-03,3.152113819790447122e-03,3.003593395644668939e-07,1.403543125617727497e-13,4.292796576395969096e-22,9.546173882491869699e-33
1.530316306507546686e+00,1.605132738540143711e-01,2.976875768065460545e-03,2.976602897555509150e-03,2.728703872816961146e-07,1.226698103960603455e-13,3.609518697083262778e-22,7.722105852408695344e-33
1.528920015289200185e+00,1.595471314880902713e-01,2.812666068359797548e-03,2.812417888626383630e-03,2.481796260148911133e-07,1.073985905643848959e-13,3.042017691812032426e-22,6.264697498316124921e-33
1.527507452758136486e+00,1.595854717096123754e-01,2.654912935803993481e-03,2.654687533796177158e-03,2.254019139636493442e-07,9.385304718126073479e-14,2.557821537814659967e-22,5.068362696628177635e-33
1.526116280214640852e+00,1.592256036335326086e-01,2.507414532924667414e-03,2.507209583625606003e-03,2.049492169034513308e-07,8.215781439356735302e-14,2.155673369113768181e-22,4.112377564074005388e-33
1.524708891266123301e+00,1.589861522793788451e-01,2.365785937488879519e-03,2.365599850371119355e-03,1.860870459738174957e-07,7.178577529715377997e-14,1.812560447738056947e-22,3.327537160275599639e-33
1.523322809302096958e+00,1.577041778374565495e-01,2.233429107979880562e-03,2.233259952501733328e-03,1.691554153152699030e-07,6.283191966658722252e-14,1.527590614303981203e-22,2.700289365559726615e-33
1.521920565565319849e+00,1.579002000349618851e-01,2.106401593941624115e-03,2.106248048645988514e-03,1.535452407431736714e-07,5.489229679368456573e-14,1.284455491139958788e-22,2.185263205530144766e-33
1.520539546290619271e+00,1.570301150508306431e-01,1.987747527931509051e-03,1.987607990892867934e-03,1.395369906017669117e-07,4.803928864563686390e-14,1.082522109687464885e-22,1.773594684846620766e-33
1.519142419601837712e+00,1.563910995663585213e-01,1.873925796310931934e-03,1.873799170374740135e-03,1.266258942283654008e-07,4.196343281291598083e-14,9.102336061554983468e-23,1.435530692911329223e-33
1.517766435329685804e+00,1.562951765701347528e-01,1.767657746401707104e-03,1.767542703192730375e-03,1.150431722569975205e-07,3.671987371044557325e-14,7.671411163963054113e-23,1.165272396481695979e-33
1.516374397730329893e+00,1.566478657188446200e-01,1.665765850768299167e-03,1.665661479973279575e-03,1.043707629481421574e-07,3.207161070687703653e-14,6.450551062984779574e-23,9.433032757762386231e-34
1.515003420975466586e+00,1.560892486223015019e-01,1.570680616566162355e-03,1.570585817356457683e-03,9.479918164379274724e-08,2.806064814109382433e-14,5.436574146098226434e-23,7.658289309765306797e-34
1.513616444710276676e+00,1.557546929667881497e-01,1.479553512328566928e-03,1.479467529911548821e-03,8.598239251250697381e-08,2.450553596280241590e-14,4.571447881485393846e-23,6.200440392945684521e-34
1.512250448187128837e+00,1.552824355068206097e-01,1.394553285019503206e-03,1.394475207711288111e-03,7.807728677683037694e-08,2.143826400833882289e-14,3.852918105814038332e-23,5.034652420892209765e-34
1.510868505702310127e+00,1.551219470052190297e-01,1.313128753277790833e-03,1.313057955641528220e-03,7.079761754286288327e-08,1.871995393102280086e-14,3.239862266213526394e-23,4.076882843000247916e-34
1.509507462323180560e+00,1.548256094594170074e-01,1.237213337657689814e-03,1.237149065123488521e-03,6.427251782624839069e-08,1.637496469601536544e-14,2.730683987423460211e-23,3.310874968554262855e-34
1.508148868888348204e+00,1.547183836972280402e-01,1.165466302059940630e-03,1.165407960378624531e-03,5.834166699294466914e-08,1.432292956479235079e-14,2.301554497151072289e-23,2.689003008478101217e-34
1.506774409137857651e+00,1.545171847082252581e-01,1.096783723259301671e-03,1.096730840935319614e-03,5.288231147735255751e-08,1.250470261430656461e-14,1.935410382582797829e-23,2.177979268417449815e-34
1.505420728672194564e+00,1.533766733578411090e-01,1.032790949725173081e-03,1.032742958866927820e-03,4.799084730895323291e-08,1.093647960658548326e-14,1.631299895875876155e-23,1.769177461012080073e-34
1.504051234777545876e+00,1.527331679536433340e-01,9.715584692569823088e-04,9.715149797836620084e-04,4.348946377344659455e-08,9.547110597615419156e-15,1.371820728021779790e-23,1.433192254471318034e-34
1.502702440679609452e+00,1.536378709561335987e-01,9.145320751369142871e-04,9.144926177279227809e-04,3.945740064251264238e-08,8.348923415416323872e-15,1.156299555096431487e-23,1.164373399443198721e-34
1.501356063541263053e+00,1.538164583778635353e-01,8.606956486578627458e-04,8.606598536663162937e-04,3.579498424568983283e-08,7.300740835844820559e-15,9.746527949714690846e-24,9.460526765691236460e-35
1.499993951637291767e+00,1.527345355735319765e-01,8.092147972787701793e-04,8.091823713071568747e-04,3.242596524119047518e-08,6.372266515695828509e-15,8.196596710962487311e-24,7.665772798106880626e-35
1.498652421411392321e+00,1.519076059682642477e-01,7.613010154078483178e-04,7.612716060173680115e-04,2.940938490863652737e-08,5.571692712650695631e-15,6.909193500706164873e-24,6.229463479838721936e-35
1.497295208655332388e+00,1.512416945845910798e-01,7.155031205297753254e-04,7.154764853464823425e-04,2.663517843034878409e-08,4.862629186876995957e-15,5.810667844586400000e-24,5.048523597021923441e-35
1.495958499215828352e+00,1.510156528170669699e-01,6.728964903404795672e-04,6.728723385159951064e-04,2.415182023310340654e-08,4.251309680390027138e-15,4.898186735001424330e-24,4.103285387420895460e-35
1.494624174340677847e+00,1.503461319857422318e-01,6.327153914379433138e-04,6.326934938719357875e-04,2.189756229094421827e-08,3.716672023350363396e-15,4.129075215574542336e-24,3.335304475648361896e-35
1.493274244632040393e+00,1.498032243126748153e-01,5.943326380940221068e-04,5.943128128828077759e-04,1.982520797127928392e-08,3.243223406440211572e-15,3.472773320770475876e-24,2.703712413107973492e-35
1.491944701791536820e+00,1.489957486489833782e-01,5.586465406837475478e-04,5.586285698694072295e-04,1.797081150528759694e-08,2.835104513242463889e-15,2.927596900760350548e-24,2.198053798068436691e-35
1.490617524372798597e+00,1.491873312280584674e-01,5.250125166400113107e-04,5.249962285290743665e-04,1.628810845859346920e-08,2.478234180113394492e-15,2.468057177918511622e-24,1.787118168305646868e-35
1.489274819245274051e+00,1.491449932827092206e-01,4.929033828698969671e-04,4.928886411136215295e-04,1.474175411311522154e-08,2.162256067069873664e-15,2.075900997737998932e-24,1.449077719521223884e-35
1.487952385523663157e+00,1.491049336398425629e-01,4.630681847352053964e-04,4.630548261957818891e-04,1.335853753360780948e-08,1.889919927008949632e-15,1.750127976954617831e-24,1.178371099481413789e-35
1.486632298285577303e+00,1.488345297073067619e-01,4.349653645375220696e-04,4.349532606993616966e-04,1.210383650851672062e-08,1.651816790435887730e-15,1.475512792945306900e-24,9.583194387829837213e-36
1.485296759896987506e+00,1.483448381444673059e-01,4.081526271598313427e-04,4.081416759453424989e-04,1.095121304773789182e-08,1.441027493456870456e-15,1.241151929735399178e-24,7.772561904198900822e-36
1.483981378427219111e+00,1.472305265525664653e-01,3.832534556701723419e-04,3.832435351165461974e-04,9.920552366724505440e-09,1.259377714396605995e-15,1.046451621088813862e-24,6.322214277780357719e-36
1.482668324704363050e+00,1.479338065035277483e-01,3.598137047877876527e-04,3.598047188119719397e-04,8.985974715114449696e-09,1.100583611793585875e-15,8.823161971812758498e-25,5.142954812950383477e-36
1.481357592554983338e+00,1.479458855624391500e-01,3.377520312664083818e-04,3.377438926471777411e-04,8.138618268848073771e-09,9.617755738796929031e-16,7.439444822083677608e-25,4.184031044022838801e-36
1.480031510348284840e+00,1.470941594322310031e-01,3.167193540909328726e-04,3.167119935346532681e-04,7.360555440676610187e-09,8.389130271227797367e-16,6.258458422096569697e-25,3.394733894275828039e-36
1.478725434077466261e+00,1.464246281771900970e-01,2.972026880355494783e-04,2.971960228976513367e-04,6.665137165146679066e-09,7.330537804408897842e-16,5.277242173811185535e-25,2.762272267304859610e-36
1.477421660907899614e+00,1.457056185294519079e-01,2.788438212037055411e-04,2.788377863730580200e-04,6.034830007059052987e-09,6.405300070283400409e-16,4.449986733281973074e-25,2.247846047300667386e-36
1.476120184753107134e+00,1.449668825774857450e-01,2.615772548424522416e-04,2.615717912423139039e-04,5.463599578705333532e-09,5.596650907084817743e-16,3.752517512681740318e-25,1.829389519119022045e-36
1.474803458651982035e+00,1.447407294160966973e-01,2.451283460582375146e-04,2.451234067448928439e-04,4.939312856567147413e-09,4.881014135761778770e-16,3.157178303738824036e-25,1.484832435746348005e-36
1.473506589188739557e+00,1.442853323789054232e-01,2.298763888220125434e-04,2.298719179024792669e-04,4.470919106776262572e-09,4.264517073124250934e-16,2.662494822793146652e-25,1.208640981728522016e-36
1.472211998527787946e+00,1.444735887427526788e-01,2.155397317136838360e-04,2.155356851510432025e-04,4.046562268039231754e-09,3.725767898547280278e-16,2.245388990780549955e-25,9.839144700097566397e-37
1.470919680668082208e+00,1.449322705207257700e-01,2.020658566535269752e-04,2.020621945110597157e-04,3.662142141758657483e-09,3.254979266020840467e-16,1.893685411735443901e-25,8.010465289436886658e-37
1.469612212003413410e+00,1.444721476077034938e-01,1.892393472854092063e-04,1.892360378223951881e-04,3.309462730185088100e-09,2.838405356377398527e-16,1.593449397362842640e-25,6.504183378697497756e-37
1.468324452338661823e+00,1.439847701228126886e-01,1.773547585574010118e-04,1.773517640436612008e-04,2.994513491847466816e-09,2.479594598849962962e-16,1.343947727465977893e-25,5.296330160860750305e-37
1.467038947517864678e+00,1.438452030414646698e-01,1.661913147005169428e-04,1.661886054081213146e-04,2.709292179010835969e-09,2.166079836626784242e-16,1.133550090696984334e-25,4.313186965380773756e-37
1.465755691623915391e+00,1.436673055528356058e-01,1.557070764249357075e-04,1.557046254061454356e-04,2.451018601059126242e-09,1.892152285258312378e-16,9.561225418724858906e-26,3.512874816067583072e-37
1.464474678760393056e+00,1.440004889131882293e-01,1.458624145640191475e-04,1.458601973939828217e-04,2.217169871018659013e-09,1.652821278128604671e-16,8.064940435626139419e-26,2.861333054167026149e-37
1.463178637591891151e+00,1.433804628662761760e-01,1.364989515468643673e-04,1.364969488090188494e-04,2.002737701389662751e-09,1.441087438081010287e-16,6.787428823823639169e-26,2.324409063130981203e-37
1.461902123294938738e+00,1.430728136008556639e-01,1.278306358782908597e-04,1.278288245367299866e-04,1.811341435014345747e-09,1.258743802474089296e-16,5.725631785208295427e-26,1.893660554683083322e-37
1.460627834383650292e+00,1.426073057268783806e-01,1.196952760672884397e-04,1.196936379711172532e-04,1.638096061243771500e-09,1.099445052187638446e-16,4.830110736232561562e-26,1.542885243227223316e-37
1.459355765043721664e+00,1.422898891832923007e-01,1.120613787257806186e-04,1.120598974305412086e-04,1.481295143386694257e-09,9.602829281174655517e-17,4.074802470426619450e-26,1.257208254000444334e-37
1.458085909481086073e+00,1.417785826756531864e-01,1.048992203035460625e-04,1.048978809123555887e-04,1.339391106592691110e-09,8.387155668167650638e-17,3.437732562313700184e-26,1.024526302210496645e-37
1.456818261921825286e+00,1.415878222021406396e-01,9.818075404390923364e-05,9.817954306322384877e-05,1.210980612151167677e-09,7.325214321598811983e-17,2.900373443049326801e-26,8.349903841552348593e-38
1.455552816612083467e+00,1.411150157085789003e-01,9.187952138592531159e-05,9.187842659459996694e-05,1.094791261359679299e-09,6.397590260666668218e-17,2.447103320728567518e-26,6.805851834934130983e-38
1.454272511903924148e+00,1.413310771919301934e-01,8.589329354111815593e-05,8.589230522124652160e-05,9.883198158667957998e-10,5.577100148676132560e-17,2.060015645528761690e-26,5.532573938500135712e-38
1.453011483477853361e+00,1.415068853160637852e-01,8.035791582137373707e-05,8.035702247260417092e-05,8.933487208552476849e-10,4.870642599706168219e-17,1.738212971344946675e-26,4.510395969497895428e-38
1.451752640082422108e+00,1.410162449181729949e-01,7.516881123983262998e-05,7.516800380020369145e-05,8.074395864016463473e-10,4.253588572457060719e-17,1.466738691885620607e-26,3.677437534188339505e-38
1.450495976043421287e+00,1.401816624348747875e-01,7.030508746217179448e-05,7.030435772754387253e-05,7.297345907701167277e-10,3.714637214770289505e-17,1.237713269404883637e-26,2.998605292868927949e-38
1.449241485706271426e+00,1.405644160855103741e-01,6.574705697050007365e-05,6.574639751407903036e-05,6.594563885981307585e-10,3.243914092107791638e-17,1.044492008873452013e-26,2.445326418505754541e-38
1.447989163435938087e+00,1.403751178003881106e-01,6.147617155645796947e-05,6.147557565579217574e-05,5.959006374659017296e-10,2.832791447395210713e-17,8.814713694987599263e-27,1.994334883691279679e-38
1.446739003616847485e+00,1.399761613738955690e-01,5.747496009686583237e-05,5.747442166763058020e-05,5.384292105050599045e-10,2.473731064724175114e-17,7.439256804795300912e-27,1.626684058948380102e-38
1.445491000652802338e+00,1.388392010783570107e-01,5.372696946685513557e-05,5.372648300280064482e-05,4.864640328966702406e-10,2.160146900782327064e-17,6.278694850624567331e-27,1.326943352468740324e-38
1.444245148966898817e+00,1.387373565585184321e-01,5.021670845047725287e-05,5.021626896897274015e-05,4.394814856540766437e-10,1.886285002802251617e-17,5.299414876062599988e-27,1.082544529429302322e-38
1.443001443001442841e+00,1.384719287686804745e-01,4.692959451374701985e-05,4.692919750640540651e-05,3.970073251452489165e-10,1.647118542458289063e-17,4.473067109632347053e-27,8.832497752457240172e-39
1.441759877217868580e+00,1.382900940022051550e-01,4.385190330999086449e-05,4.385154469790506404e-05,3.586120714243103373e-10,1.438256067001710271e-17,3.775740046267016451e-27,7.207187896098715107e-39
1.440520446096654306e+00,1.379905695620994854e-01,4.097072079214314412e-05,4.097039688530793245e-05,3.239068226503750057e-10,1.255861306831428373e-17,3.187264934091384414e-27,5.881564427354767305e-39
1.439283144137242676e+00,1.378149204739856637e-01,3.827389781137394918e-05,3.827360527190627607e-05,2.925394567098219346e-10,1.096583086881807764e-17,2.690629350958006753e-27,4.800259753109469775e-39
1.438031288777557481e+00,1.376213999613470351e-01,3.571703456871777192e-05,3.571677074129199134e-05,2.638274162174894251e-10,9.557406079845645677e-18,2.266291321678397187e-27,3.907421747174765053e-39
1.436798257302758897e+00,1.371227564227842921e-01,3.335745102021929953e-05,3.335721277550423279e-05,2.382447067254770617e-10,8.345060651428699765e-18,1.913337812166133637e-27,3.189723136798331742e-39
1.435567338527617309e+00,1.371767811350068922e-01,3.114981752015129568e-05,3.114960239220328800e-05,2.151279407182042305e-10,7.286420306126796787e-18,1.615429000782787922e-27,2.604120214774856585e-39
1.434338527026870702e+00,1.367299067479372521e-01,2.908464420433245790e-05,2.908444996330569824e-05,1.942410203938879112e-10,6.362012053680540193e-18,1.363969369546425607e-27,2.126251165689315028e-39
1.433111817393816878e+00,1.366702643885757962e-01,2.715301203381870036e-05,2.715283666353196041e-05,1.753702811900661086e-10,5.554827590031504461e-18,1.151707244241458979e-27,1.736255959864049463e-39
